site_id,log_mean_flow,cv,rb_flashiness,bfi,fdc_slope,high_low_ratio,melt_fraction,diurnal_strength
06620000,6.334921003922062,1.2929261604826106,0.10070818682472721,0.6320701559016425,-1.1340671642162912,3.538244347922885,0.720411269330644,0.030749423058129863
06701900,5.394634508947536,0.9195847889335699,0.06924572987079956,0.7034747007400146,-0.6109081992299803,2.2594574645969567,0.46279443267562864,0.004800520198134834
06708800,2.559100879925324,2.1517772195745306,0.23276711910188366,0.6010611907491346,-0.7705580973811368,3.9120098120730478,0.632360263100511,0.11878280922865898
06709000,3.4024151421622832,1.712735240226826,0.14953806915679188,0.5797730161696971,-0.6145028944607853,3.3722015574288373,0.6211744540238641,0.13280092698269172
06709530,3.413984350265258,2.2071480070621905,0.20170861878735769,0.47074784440388123,-0.9801395962495416,15.21371081011264,0.6796527217918792,0.0844705277645723
06710150,1.005371291840119,3.9849960448717026,0.5813139240632543,0.7188071236174239,-0.31569454818670295,1.8805028200849454,0.46500359626631693,0.47845127563981915
06710247,5.058447919638889,1.8725043328639108,0.1964406794028538,0.5022160594520106,-0.9879438990808866,3.970279048861529,0.7017753230212257,0.042934070927398676
06710385,3.901713950937599,1.1480457655631728,0.09378829858942349,0.6930613027642943,-0.7233859481794966,2.687842881724956,0.5872156472425786,0.06914706591393628
06710605,3.7906567255023464,1.866802358844365,0.1381579377421842,0.4796321652145746,-1.1086596274327825,5.071419005781875,0.6568330094741481,0.04947806726313813
06711565,5.437266980843026,1.8027409687183777,0.1830107984403549,0.5841980418838773,-0.862563289228583,3.3072996996077273,0.679689073753863,0.04776762875218934
06712000,1.9918045332058927,3.9623560385692342,0.33200414648334653,0.6595718389750848,-0.7748593005549937,2.8621951226469964,0.4142237570413494,0.278188800947394
06713000,2.8229073084115086,1.6406096562381325,0.145254944617729,0.4043447289260887,-2.351366799845782,14.953416739639762,0.48057312635957633,0.07021032874634878
06713500,3.5946015478271907,1.5042358721159124,0.3233848183454377,0.6401867265833859,-0.564313446190063,2.3886559870219317,0.4662994542105597,0.17346762436071095
06718550,2.9109845786537103,1.6937078938692691,0.09771149957810915,0.6470571424911992,-0.9991755251248651,3.710651937204733,0.7926807322905371,0.08776125592716372
06720990,3.6937217359259895,1.0082413999604147,0.24417439780917677,0.5441889151225255,-0.48036577745742415,2.1347009985421126,0.4369660896622092,0.11331296816729729
06721000,6.2518805944567415,1.3252646160487893,0.1776528786139275,0.6761710743112842,-0.3867022129060844,2.402042801545965,0.5403255060151301,0.13142848717589584
06730200,4.580420200180365,1.6783836975360498,0.16139686876443649,0.5799693648165556,-0.8903134023234109,3.8595192576866237,0.6622875630115893,0.11575424244947234
06730500,4.378497405185677,1.8213414181993068,0.20399847802574428,0.5471998908659726,-0.8923833582912537,4.550204264511805,0.5861390531897664,0.09741073977335463
06741510,4.1121424978625045,2.54664958534456,0.21767936509880192,0.5535258209751458,-1.6094330262571455,4.043855000238141,0.6608842172757766,0.04100630332239984
06752260,5.148849989959404,2.4224861703652416,0.20823909605062757,0.4168650688495126,-1.4642821039023524,5.576626625071294,0.7831249406148599,0.14445105061359959
06752280,4.9390935085685195,2.766654026636594,0.21715062076298966,0.4756700313996071,-2.2875802184361618,5.914157922849445,0.8185892509732023,0.14969005277769
06759500,6.502631222611542,2.181054410077452,0.1408128414124065,0.5431311183609617,-0.697660345311335,3.267098061237593,0.5282588399215103,0.019733589842994614
07079300,4.013747024244039,1.4057718370060424,0.0861038160616719,0.7288582261024585,-0.7985059158335193,3.086709638591429,0.7228365243740418,0.07264156640833615
07081200,4.623748231302474,1.3690171169535585,0.094287810239727,0.6886192739108332,-0.9560289418541754,3.1354884838403714,0.7615320013853489,0.09237534466933241
07083000,3.8481124644633913,1.1820891697560107,0.09893252187695391,0.6292896166335327,-1.0890406148500942,3.469326447649226,0.73472157983291,0.18647373212653817
07091200,6.7701272053711055,0.9209448907900888,0.06884540093637775,0.7093818454635911,-0.7239176701798584,2.4334612990567894,0.5874328853756889,0.02788350170966006
07094500,6.883898287125863,0.9101351743631912,0.06545196584014741,0.7204058981347577,-0.6201856932877119,2.292290411151705,0.5516558782523041,0.01604884015663068
07096000,6.580299801248742,0.9107291442842608,0.06970521559204985,0.7316391654843706,-0.43411005536347513,2.1543200472884205,0.5527646504149822,0.008246994638767354
07096250,2.947935147642554,1.534568819950196,0.11241339176740582,0.6135368844285837,-0.8738682413232155,4.153168001553084,0.5702092237993427,0.028532309172666505
07099060,2.80802720807863,3.10969320591661,0.17778151332763675,0.21056468569485376,-9.398128319929732,15.50729320440681,0.7631901802167237,0.06836033505748472
07099230,0.48415921669178924,11.112856941002681,0.33153450016840097,0.605531451787161,-11.904241747317828,14.494502658206164,0.7287502700022298,0.42781220063751546
07099970,6.3311249960433065,1.4653746208916067,0.1298229122512063,0.5685163341777086,-1.519208518682074,4.112441884252671,0.71626779088602,0.06857705053220174
07099973,3.5735154447198685,0.4991367191626287,0.04532443555043694,0.75043707678951,-0.44863680627729385,2.5168880604794674,0.3951733688127182,0.009652713258799548
07103700,2.8761433662787645,1.6231158801071277,0.14437427196132024,0.6985375040387176,-0.5175138099869891,2.410212086237496,0.4906369058289259,0.08263542484647837
07103703,-0.06202340240181824,7.324105464138598,0.2931474535208403,0.061592131596346515,0.0,14.710443491936283,0.9289122928961568,0.06448140609135654
07103780,2.5266197178890737,1.7304039470515842,0.16598890903459926,0.6600899200393047,-0.6817170793601108,3.0647194653967333,0.6272304587228748,0.06117129699634541
07103797,1.4957699402283264,0.5968178806472108,0.04840514773695257,0.8490961400074722,-0.1776809754327786,1.9597741552133203,0.36763161405108447,0.013917489322489521
07103800,0.9358710320609546,1.951915716038125,0.10266196395402359,0.6999229220164254,-1.4105838940718285,4.358104350491334,0.4969352571050153,0.0353561458425118
07103970,3.3353745650975974,1.9703951443324137,0.23674865496492514,0.7087784847767907,-0.5596147847621826,2.5008247827872503,0.5387976676991431,0.12344428729902054
07103990,1.971368585392309,3.2552064486114927,0.4676400987843106,0.6424589385596163,-0.40723594893534787,1.9061044257715574,0.39976113435971966,0.5209871177533645
07104000,3.624112246505692,2.155423398384834,0.29293760018871046,0.6812307088816533,-0.498990299722041,2.3223843387176544,0.528204247212488,0.20669099460903217
07104905,3.9099586925769265,2.1549867808354746,0.37406624806678834,0.6794532915753315,-0.41429732957822774,2.2231749188448395,0.4693942003617451,0.42117213570238454
07105000,0.7434435376064268,1.7387446068232022,0.10884709670554289,0.7280731967091472,-0.6931460121367774,2.933205882584683,0.5327428540726816,0.024087245195496484
07105490,1.9178072301530118,2.772283751441689,0.17049822025943653,0.6077921517347771,-1.186111003381883,4.187418637456545,0.6541920960661498,0.04913145403884975
07105500,4.346254679860918,2.432307077453728,0.3278370401529532,0.6695311563713232,-0.5007743935694564,2.6119018703365557,0.5282854382939471,0.29222763088793896
07105530,4.821394987620861,1.8555049027259807,0.2547806079175863,0.7341467067992856,-0.35271405660191313,1.8761160251304732,0.4424885812805316,0.44353075816802584
07105600,2.4840270542035365,5.313738842176834,1.090506817598405,0.4356791168811643,-0.818305856882023,4.460114787279121,0.5310613627563187,0.9722736837556697
07105800,4.95841927427902,1.698198604327236,0.27721735258265756,0.7324032757419924,-0.3659337620373728,1.8020998425671824,0.4309216573866603,0.4089478705777077
07105900,0.7510199734711765,11.791063078746141,0.6773558689024369,0.73881410353333,-0.5436144591684096,2.1759743913273306,0.44652372013600183,0.6482882635979336
07105945,0.6890713992072408,5.096382521250686,0.3065196103455193,0.55729755547241,-0.9444572615378644,5.8140312408260515,0.6777560097904368,0.09624076593645728
07106000,5.088758445766057,2.0409978807769664,0.320620586515087,0.6913149670818688,-0.40004446252992665,1.8716507240512825,0.4212561997126025,0.34867601929142217
07106300,4.98561529453284,1.6722944919025229,0.27404784361753476,0.6466843145860376,-0.49490297684787343,2.507238907607115,0.40088904925201474,0.21996097718316676
07106500,5.071332177712859,1.9354131927849458,0.27373135280276817,0.6238181638603665,-0.5014790304575074,2.6782721052031286,0.42188868272547597,0.12491848582564714
07108900,3.624937548824846,3.056147084727617,0.26392222010532373,0.671499827977007,-0.644354894596503,3.9062818257425302,0.70037328776741,0.11837005907707036
07109500,6.73879292225322,1.066777473868189,0.11295357862102712,0.7108845177692343,-0.7301618359300912,2.42272612974693,0.6018498117384273,0.009776494490593226
07116500,3.4411230964083934,3.2981092501756084,0.2437660675229456,0.42045698431535483,-2.1078583783027907,15.430633465770436,0.7136606932671063,0.04576944004854495
07119500,2.811301498526762,3.788559360904679,0.4135471174967022,0.6557280661481121,-0.9162886176992753,2.9629360909738613,0.5473197002840918,0.12960020390383464
07121500,4.065853321017797,1.3339319703701409,0.17446939100623796,0.7117098113862855,-1.0356969342270514,2.6026842859568107,0.47222130411977525,0.0752806098005867
